1,2,3,4,5,6,7,8,9,10
0.902048365229959,0.510818741151378,0.441695014400078,0.154005498699665,0.472571532313362,0.871563098336582,0.220452803815262,0.231718033196440,0.594711569064499,0.294136841988038
0.402749069651038,0.419505410993585,0.702839295918815,0.229399190761418,0.699228648495207,0.520788457938401,0.470145792165888,0.814941968782229,0.981448672214477,0.276339894610000
0.244576171297302,0.006926866373926,0.192137435925284,0.189024727458124,0.741283846531842,0.239994013290964,0.630763310786342,0.251569665594245,0.095995277300253,0.772156794993741
0.142371024548354,0.992433959673231,0.208998251598597,0.360576690122789,0.146042326863677,0.524477720108877,0.533077595481197,0.371669422526678,0.685947148311263,0.443427080663508
0.305307636839953,0.066184371345798,0.045136063995888,0.516167749669591,0.286395398019127,0.598288305727969,0.164259612148029,0.484904755276078,0.927707392264365,0.598150145562324
0.913017791378596,0.537354283304390,0.287939858845818,0.536054154126317,0.841599719075098,0.750906919733193,0.589114042734757,0.071917164473386,0.039072504963457,0.618691885269313
0.806740149253790,0.958611194803515,0.136375620655054,0.921873254582673,0.203849181029379,0.964610932393902,0.061084988386547,0.914668953602697,0.745350601976223,0.620717900696487
0.875334072723493,0.700276958095938,0.950135505488598,0.703660733070128,0.460429554678680,0.582070583434303,0.917263064658234,0.418938430950973,0.155873868527510,0.790845209832427
0.184772614880880,0.983900255553458,0.283379161668174,0.000328404897815,0.971877717080497,0.778704350301687,0.269064136073926,0.246635111873959,0.411606457082463,0.808477344066170
0.408986614085088,0.476795177523240,0.147855291873062,0.338096999367806,0.343250331326234,0.918516840107690,0.603717946613367,0.738386654449811,0.874110137353962,0.623681580641764
0.026738988391536,0.203891172854419,0.983362944862330,0.058560305550867,0.775738205507007,0.400148886466205,0.875844572727114,0.015290151465519,0.955328732059042,0.417149615029887
0.881038255444412,0.988710176091891,0.279961397937765,0.721989986287729,0.976219786590081,0.714920222000807,0.100538789906107,0.592739733739238,0.352271614225312,0.313461919591819
0.138357352534098,0.736051764339522,0.993905281800723,0.282864967820126,0.564916671645946,0.304130254238865,0.043739314776545,0.471222326209663,0.093919737326009,0.971803004727730
0.455350774076197,0.472284242450314,0.093033792843783,0.130336894444197,0.553916579260708,0.134162200192954,0.473738150574787,0.019102212181141,0.178505047472257,0.062428483056936
